s1;s2;r1;r2;acc1;acc2;id;seq;id_sess;task;dataset;rt1;rt2;p_r2_discrete;p_r2_bayesian;p_r2_optimal;p_r2_fixed;p_r2_naive;p_c2_discrete;p_c2_bayesian;p_c2_optimal;p_c2_fixed;p_c2_naive;abs1;abs2
-1.73111055868451;2.40890460361719;0;1;1;1;1_01;1;01zj03;O-M;1;0.1934;0.1982;0.991999760148595;0.995072154224608;0.999590474021256;0.991999760265855;0.991999760148595;0.991999760148595;0.995072154224608;0.999590474021256;0.991999760265855;0.991999760148595;1.73111055868451;2.40890460361719
0.333480653264225;2.24475327877874;1;1;1;1;1_01;1;01zj03;O-M;1;0.503;0.2135;0.987608012183299;0.990175230182517;0.997386889312479;0.987608012355102;0.987608012183299;0.987608012183299;0.990175230182517;0.997386889312479;0.987608012355102;0.987608012183299;0.333480653264225;2.24475327877874
1.8530694132428;2.64556937777748;1;1;1;1;1_01;1;01zj03;O-M;1;0.2575;0.1688;0.995922321923;0.997646588891313;0.99984048618523;0.995922321987476;0.995922321923;0.995922321923;0.997646588891313;0.99984048618523;0.995922321987476;0.995922321923;1.8530694132428;2.64556937777748
1.06975203934118;1.55149282921829;1;1;1;1;1_01;1;01zj03;O-M;1;0.5523;0.2126;0.939608187764307;0.953458504949748;0.990851288484754;0.939608188404802;0.939608187764307;0.939608187764307;0.953458504949748;0.990851288484754;0.939608188404802;0.939608187764307;1.06975203934118;1.55149282921829
-0.328717612994727;2.6981615498131;0;1;1;1;1_01;1;01zj03;O-M;1;0.3538;0.1807;0.996513820210156;0.997325948434563;0.999346230297962;0.996513820266179;0.996513820210156;0.996513820210156;0.997325948434563;0.999346230297962;0.996513820266179;0.996513820210156;0.328717612994727;2.6981615498131
-1.07840196780288;0.725158247385884;0;1;1;1;1_01;1;01zj03;O-M;1;0.5584;0.0865;0.765822522988455;0.804040560201164;0.950376225085799;0.765822524629155;0.765822522988455;0.765822522988455;0.804040560201164;0.950376225085799;0.765822524629155;0.765822522988455;1.07840196780288;0.725158247385884
0.901788138404832;0.466181642665025;1;1;1;1;1_01;1;01zj03;O-M;1;0.7687;0.2482;0.679457255914331;0.721434196242855;0.913373453034772;0.6794572578287;0.679457255914331;0.679457255914331;0.721434196242855;0.913373453034772;0.6794572578287;0.679457255914331;0.901788138404832;0.466181642665025
0.37123816024253;2.91570189777862;1;1;1;1;1_01;1;01zj03;O-M;1;0.4836;0.1936;0.998225552967171;0.998668308971805;0.999693775821676;0.998225552997592;0.998225552967171;0.998225552967171;0.998668308971805;0.999693775821676;0.998225552997592;0.998225552967171;0.37123816024253;2.91570189777862
-1.83660355775534;2.3371880053868;0;1;1;1;1_01;1;01zj03;O-M;1;0.2228;0.2106;0.990285294711379;0.994098104891502;0.999560295503857;0.990285294850394;0.990285294711379;0.990285294711379;0.994098104891502;0.999560295503857;0.990285294850394;0.990285294711379;1.83660355775534;2.3371880053868
1.4730464766663;2.65592844196632;1;1;1;1;1_01;1;01zj03;O-M;1;0.4584;0.1172;0.996045480245599;0.997502253859858;0.999739441760266;0.996045480308329;0.996045480245599;0.996045480245599;0.997502253859858;0.999739441760266;0.996045480308329;0.996045480245599;1.4730464766663;2.65592844196632
